name,price,main_category,sub_category,,url,image_url,discount
Sufi Seekh Kabab 1kg Polybag,"Rs. 1,395",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/sufi-seekh-kabab-1kg-polybag/12628290,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628290-0-M.jpg,9% OFF
Sabroso Seekh Kabab 540 GM,"Rs. 1,190",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/sabroso-seekh-kabab-540-gm/12626397,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/270494.jpg,Market Say Sasta
Sabroso Chicken Fajita Topping 1KG,Rs. 926,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/sabroso-chicken-fajita-topping-1kg/12634683,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1757590512166.jpg,6% OFF
K  N Chapli Kebab Economy 888GM,"Rs. 1,325",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/k--n-chapli-kebab-economy-888gm/12623686,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623686-0-M.jpg,Market Say Sasta
Compliments by Menu Chicken Burger Patty 750GM,Rs. 745,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/compliments-by-menu-chicken-burger-patty-750gm/12632346,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12632346-0-M.jpg,17% OFF
DAWN Chicken Kofta Regular,Rs. 475,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/dawn-chicken-kofta-regular/12636276,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12636276-0-M.jpg,
Dawn Chicken Seekh Kabab 6 Pcs,Rs. 460,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/dawn-chicken-seekh-kabab-6-pcs/12635254,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12635254-0-M.jpg,
Simply Sufi Shami Kabab 612 GM,"Rs. 1,155",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/simply-sufi-shami-kabab-612-gm/12628285,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628285-0-M.jpg,Market Say Sasta
K  Ns Shami Kabab Family Pack 1296 GM,"Rs. 2,065",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/k--ns-shami-kabab-family-pack-1296-gm/12623666,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623666-0-M.jpg,Market Say Sasta
K Ns Seekh Kabab Family Pack 1080 GM,"Rs. 2,125",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/k-ns-seekh-kabab-family-pack-1080-gm/12623667,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623667-0-M.jpg,Market Say Sasta
Chicken Seekh Kebab 12PCS,Rs. 720,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/chicken-seekh-kebab-12pcs/12623636,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623636-0-M.jpg,20% OFF
K  N Seekh Kabab 540GM,"Rs. 1,190",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/k--n-seekh-kabab-540gm/12623689,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623689-0-M.jpg,Market Say Sasta
KN Kafta Kabab 515GM,"Rs. 1,190",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/kn-kafta-kabab-515gm/12623678,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623678-0-M.jpg,
Menu Chapli Kebab Economy,"Rs. 1,175",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/menu-chapli-kebab-economy/12623644,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623644-0-M.jpg,
K  N Kofta Home Style 340GM,Rs. 605,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/k--n-kofta-home-style-340gm/12624395,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624395-0-M.jpg,
KNs Shami Kabab Economy Pack 612 Gm,"Rs. 1,155",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/kns-shami-kabab-economy-pack-612-gm/12623677,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623677-0-M.jpg,Market Say Sasta
Simply Sufi Gola Kabab 515 GM,"Rs. 1,190",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/simply-sufi-gola-kabab-515-gm/12628281,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628281-0-M.jpg,15% OFF - Ramzan Special
K  N Kofta Home Stye 1500GM,"Rs. 2,435",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/k--n-kofta-home-stye-1500gm/12624949,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624949-0-M.jpg,
K  Ns Kofta Home Style 850 GM,"Rs. 1,427",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/k--ns-kofta-home-style-850-gm/12623669,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623669-0-M.jpg,
Simply Sufi Seekh Kabab 540 GM,"Rs. 1,190",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/simply-sufi-seekh-kabab-540-gm/12628303,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628303-0-M.jpg,15% OFF - Ramzan Special
Dawn Chicken Shami Kebab 16PCS Economy,"Rs. 1,030",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/dawn-chicken-shami-kebab-16pcs-economy/12624594,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624594-0-M.jpg,
KN Shami Kabab 252 GM,Rs. 500,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/kn-shami-kabab-252-gm/12628353,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628353-0-M.jpg,
Simply Sufi Chapli Kabab 888 GM,"Rs. 1,325",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/simply-sufi-chapli-kabab-888-gm/12628276,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628276-0-M.jpg,
Menu Chicken Kofta 1000GM,"Rs. 1,640",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/menu-chicken-kofta-1000gm/12623647,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623647-0-M.jpg,7% OFF - Ramzan Special
Sabroso Kofta Economy Pack 800GM,"Rs. 1,350",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/sabroso-kofta-economy-pack-800gm/12626379,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/270491.jpg,14% OFF
KNâ€™s Mughlai Tikka 515 GM,"Rs. 1,210",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/kn%C3%A2%E2%82%AC%E2%84%A2s-mughlai-tikka-515-gm/12623676,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623676-0-M.jpg,
Dawn Chicken Kofta Economy Pack 700GM,"Rs. 1,180",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/dawn-chicken-kofta-economy-pack-700gm/12624544,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624544-0-M.jpg,
Simply Sufi Badami Kofta 810 GM,"Rs. 1,370",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/simply-sufi-badami-kofta-810-gm/12628274,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628274-0-M.jpg,10% OFF
Dawn Chicken Shami Kabab 6 Pcs,Rs. 430,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/dawn-chicken-shami-kabab-6-pcs/12635253,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12635253-0-M.jpg,
PK Beef Shami Kebab 612GM,"Rs. 1,170",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/pk-beef-shami-kebab-612gm/12624895,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624895-0-M.jpg,
Menu Tikka Bites 500GM,Rs. 925,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/menu-tikka-bites-500gm/12623645,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623645-0-M.jpg,
Compliments Chicken Seekh Kebab 540GM Pack,Rs. 920,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/compliments-chicken-seekh-kebab-540gm-pack/12637791,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12637791-0-M.jpg,Market Say Sasta
Dawn Chicken Chapli Kebab Economy Pack 888GM,"Rs. 1,310",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/dawn-chicken-chapli-kebab-economy-pack-888gm/12624343,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624343-0-M.jpg,12% OFF - Weekend
Sabroso Gola Kabab 515GM,"Rs. 1,190",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/sabroso-gola-kabab-515gm/69677945,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/270486.jpg,
PK Beef Chapli Kebab 1050GM,"Rs. 1,560",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/pk-beef-chapli-kebab-1050gm/12624583,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624583-0-M.jpg,9% OFF - Ramzan Special
Sabroso Shahi Tikka 500g,"Rs. 1,175",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/sabroso-shahi-tikka-500g/12641343,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/270490.jpg,12% OFF
Menu Seekh Kebab 540GM,"Rs. 1,190",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/menu-seekh-kebab-540gm/12623646,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623646-0-M.jpg,6% OFF
Dawn Chicken Chapli Kabab 1.5KG,"Rs. 2,150",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/dawn-chicken-chapli-kabab-1.5kg/12641501,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12641501-0-M.jpg,
PK Chicken Tenders 600GM,"Rs. 1,245",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/pk-chicken-tenders-600gm/12624896,https://metro-b2c.s3.amazonaws.com/Products/1700196293314.jpg,10% OFF - Ramzan Special
Menu Chicken Shami Kebab 700GM,"Rs. 1,230",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/menu-chicken-shami-kebab-700gm/12623653,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623653-0-M.jpg,
Simply Sufi Reshmi Tikka 515 GM,"Rs. 1,235",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/simply-sufi-reshmi-tikka-515-gm/12628284,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628284-0-M.jpg,
Menu Chicken Kofta 500GM,Rs. 845,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/menu-chicken-kofta-500gm/12632328,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12632328-0-M.jpg,13% OFF
Chicken Shami Kebab 612GM,"Rs. 1,155",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/chicken-shami-kebab-612gm/12642713,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12642713-0-M.jpg,
Sabroso Zesty Fillet 550G,"Rs. 1,150",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/sabroso-zesty-fillet-550g/22000102,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/270483.jpg,10% OFF
K&N Kabab Tikki,"Rs. 1,340",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/k&n-kabab-tikki/73055550,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1739875898238.jpg,Best Price
Simply Sufi Potato Cutlets 500 GM,Rs. 625,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/simply-sufi-potato-cutlets-500-gm/12628282,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628282-0-M.jpg,
PK Spring Chicken Seekh Kebab 540GM,Rs. 885,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/pk-spring-chicken-seekh-kebab-540gm/12624586,https://metro-b2c.s3.amazonaws.com/Products/1755501173589.jpg,
PK Beef Seekh Kabab 540GM,"Rs. 1,240",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/pk-beef-seekh-kabab-540gm/12640919,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640919-0-M.jpg,10% OFF - Ramzan Special
Dawn Chicken Seekh Kebab 18PCS,"Rs. 1,190",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/dawn-chicken-seekh-kebab-18pcs/12624538,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624538-0-M.jpg,
Dawn Chicken Seekh Kabab 990g,"Rs. 1,899",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/dawn-chicken-seekh-kabab-990g/12641502,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12641502-0-M.jpg,
PK Mutton Meat Balls 500GM,"Rs. 1,094",Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/pk-mutton-meat-balls-500gm/12624582,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624582-0-M.jpg,
Pk Spring Chicken Kofta Poly Bag,Rs. 968,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/pk-spring-chicken-kofta-poly-bag/12640751,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640751-0-M.jpg,4% OFF
Sabroso Crispy Burger Patty 500G,Rs. 695,Frozen Ready to Cook,Kebab and Koftas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/kebab-and-koftas/sabroso-crispy-burger-patty-500g/69759364,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/270481.jpg,
Mon Salwa Paratha Lachydar 20PCS,Rs. 695,Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/mon-salwa-paratha-lachydar-20pcs/12624548,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624548-0-M.jpg,Best Price
Simply Sufi Plain Paratha 20 Pcs,Rs. 940,Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/simply-sufi-plain-paratha-20-pcs/12640464,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640464-0-M.jpg,15% OFF - Weekend Deal
Dawn Paratha Plain 5PCS,Rs. 245,Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/dawn-paratha-plain-5pcs/12624312,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624312-0-M.jpg,
Dawn Paratha Plain 20PCS,Rs. 859,Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/dawn-paratha-plain-20pcs/12624309,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624309-0-M.jpg,Market Say Sasta
Menu Plain Paratha 30PCS,"Rs. 1,350",Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/menu-plain-paratha-30pcs/12624348,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624348-0-M.jpg,11% OFF
Simply Sufi Plain Paratha 5Pcs,Rs. 250,Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/simply-sufi-plain-paratha-5pcs/12640463,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12640463-0-M.jpg,
Dawn Sheermal 540gm,Rs. 410,Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/dawn-sheermal-540gm/12641503,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12641503-0-M.jpg,
Sabroso Plain Paratha 2400GM,"Rs. 1,350",Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/sabroso-plain-paratha-2400gm/12634797,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/292868.jpg,
Menu Tandoori Naan 5PCS,"Rs. 1,405",Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/menu-tandoori-naan-5pcs/12623651,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623651-0-M.jpg,12% OFF
Mon Salwa Paratha Plain 20PCS,Rs. 899,Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/mon-salwa-paratha-plain-20pcs/12624522,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624522-0-M.jpg,Market Say Sasta
Mon Salwa Plain Paratha 30 PCS,"Rs. 1,299",Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/mon-salwa-plain-paratha-30-pcs/12623639,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623639-0-M.jpg,
Dawn Plain Paratha Jumbo Pack 30 PCS,"Rs. 1,179",Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/dawn-plain-paratha-jumbo-pack-30-pcs/12624866,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12624866-0-M.jpg,Market Say Sasta
Dawn Roghni Naan 450gm,Rs. 460,Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/dawn-roghni-naan-450gm/12641505,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12641505-0-M.jpg,
Dawn Whole Wheat Chappati 10Pcs,Rs. 300,Frozen Ready to Cook,Parathas,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/parathas/dawn-whole-wheat-chappati-10pcs/12635262,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12635262-0-M.jpg,
Menu Chicken Kachori 480G,Rs. 800,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/menu-chicken-kachori-480g/73055548,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1739876044094.jpg,13% OFF - Ramzan Special
K&N Spring Roll 630G,"Rs. 1,105",Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/k&n-spring-roll-630g/73055539,https://metro-b2c.s3.amazonaws.com/Products/1739877303366.jpg,6% OFF - Ramzan Special
PK Chicken Samosa 24 Pieces,Rs. 995,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/pk-chicken-samosa-24-pieces/73055545,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/1739876150812.jpg,13% OFF - Ramzan Special
Metro Chef Chicken Samosa 1KG,"Rs. 1,390",Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/metro-chef-chicken-samosa-1kg/12631516,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12631516-0-M.jpg,Best Price
Metro Chef Spring Roll 480GM,Rs. 735,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/metro-chef-spring-roll-480gm/12632279,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12632279-0-M.jpg,7% OFF
Mon Salwa Aaloo Samosa 12 PCS,Rs. 399,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/mon-salwa-aaloo-samosa-12-pcs/12628366,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628366-0-M.jpg,40% OFF
Mon Salwa Chicken Cheese Balls 33Pcs,Rs. 695,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/mon-salwa-chicken-cheese-balls-33pcs/12623633,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623633-0-M.jpg,
Big Bird Chicken Veggie Rolls 18 Pieces 540g,Rs. 950,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/big-bird-chicken-veggie-rolls-18-pieces-540g/28796493,https://metro-b2c.s3.amazonaws.com/Products/1744028902855.jpg,
Dawn Hash Browns 18 Pieces 500G,Rs. 515,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/dawn-hash-browns-18-pieces-500g/12641496,https://metro-b2c.s3.amazonaws.com/Products/1738132832372.jpg,
Simply Sufi Potato Samosa 420 GM,Rs. 555,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/simply-sufi-potato-samosa-420-gm/12628283,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628283-0-M.jpg,33% OFF - Ramzan Special
Simply Sufi Vegetable Roll 300 GM,Rs. 300,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/simply-sufi-vegetable-roll-300-gm/12628287,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628287-0-M.jpg,27% OFF
KNâ€™s Samosa 420GM,Rs. 930,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/kn%C3%A2%E2%82%AC%E2%84%A2s-samosa-420gm/12623674,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623674-0-M.jpg,8% OFF - Ramzan Special
Simply Sufi Punjabi Samosa 400 GM,Rs. 575,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/simply-sufi-punjabi-samosa-400-gm/12628294,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628294-0-M.jpg,34% OFF - Ramzan Special
Simply Sufi Chicken Roll 300 GM,Rs. 580,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/simply-sufi-chicken-roll-300-gm/12628279,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12628279-0-M.jpg,
Sabroso Chicken Samosa 500 GM,"Rs. 1,060",Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/sabroso-chicken-samosa-500-gm/12626402,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/Products/277273.jpg,Market Say Sasta
Dawn Chicken Spring Roll 420GM,Rs. 700,Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/dawn-chicken-spring-roll-420gm/12624615,https://metro-b2c.s3.amazonaws.com/Products/1734416572660.jpg,
Mon Salwa Chicken Spring Roll 20 PCS,"Rs. 1,095",Frozen Ready to Cook,Samosas and Rolls,,https://www.metro-online.pk/detail/frozen-food/frozen-ready-to-cook/samosas-and-rolls/mon-salwa-chicken-spring-roll-20-pcs/12623638,https://metro-b2c.s3.ap-southeast-1.amazonaws.com/products_images_new/12623638-0-M.jpg,
